Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2003 [YR2003],2006 [YR2006],2009 [YR2009],2012 [YR2012],2015 [YR2015],2018 [YR2018]
Afghanistan,AFG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..
Afghanistan,AFG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,82.4578476,113.75410461,148.12165833,151.91798401,211.58729553,294.30911255
Afghanistan,AFG,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,70.97080148,87.39157216,107.80181181,113.15795289,165.84698503,224.33131415
Afghanistan,AFG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,1510,1920,2110,2100
Afghanistan,AFG,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,..,..,..,..,..,0.55597280085407,0.846291409992843
Afghanistan,AFG,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,..,..,..,..,..,18.5116435071343,12.1562602671559
Afghanistan,AFG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,3.92677449530735,6.25132816655284,9.78392178232544,6.65556115177472
Albania,ALB,Gini index,SI.POV.GINI,..,..,..,..,29,32.8,30.1
Albania,ALB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,275.79718018,343.94418335,385.00952148,399.67880249,529.63220215,568.918396,726.98248291
Albania,ALB,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,166.58788586,185.78119589,197.69107101,188.30493876,266.85090652,246.24568753,324.11869721
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3980,5130,6760,8670,10450,11800,13480
Albania,ALB,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,0.841021129038519,1.36082987293737,1.50888932624811,0.473777754916121,1.80570603105814,1.12750058489093,1.06055110477609
Albania,ALB,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,7.45181893848208,9.20727870305637,4.67921085108996,5.21544467014987,8.88610924759075,3.26207511471631,3.47322484159371
Albania,ALB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,4.18631197419442,5.32389656631122,3.10151317930892,2.85902260444178,5.38761486858166,2.21413141700259,2.2894924438077
Algeria,DZA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..
Algeria,DZA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,294.70330811,360.79971313,395.09829712,681.84283447,798.2677002,838.51031494,734.99041748
Algeria,DZA,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,76.01728371,76.30421857,115.058,187.16249982,205.28177573,236.52984988,239.81647051
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8020,9650,11330,12590,13130,11700,11610
Algeria,DZA,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,..,..,..,..,0.280893778073172,0.371234342492363,..
Algeria,DZA,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,..,..,..,..,1.03330073931873,2.33753263512048,..
Algeria,DZA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,0.927439538299195,0.78395009073727,1.39899800178681,1.36427639736388,..
American Samoa,ASM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..
American Samoa,ASM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..
American Samoa,ASM,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,..,..,..,..,..,..
American Samoa,ASM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..
American Samoa,ASM,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,..,..,..,..,..,..,..
American Samoa,ASM,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,..,..,..,..,..,..,..
American Samoa,ASM,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,5.04244054122195,6.76715897748228,3.5288928098809,3.5926637805601,7.16768806221553,..
Andorra,AND,Gini index,SI.POV.GINI,..,..,..,..,..,..,..
Andorra,AND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1936.80212402,2150.15893555,2328.08789063,2751.87988281,2712.64746094,3096.1730957,3607.00097656
Andorra,AND,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,300.53808445,342.60563672,411.98440823,389.51870166,408.88409281,450.70873296,490.08162175
Andorra,AND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..
Andorra,AND,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,..,..,..,0,0,0,..
Andorra,AND,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,..,..,..,0,0,0,..
Andorra,AND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,0,0,0,..
